TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
FM_C_0367_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0367_leg_A_task,FM_C_0367_leg_B_task,FM_C_0367_leg_C_task,,
FM_C_0367_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_19_03,,,100,true,,corrupted_fort_40317,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0367_leg_B_task,TaskHaveAndReturnItems,,,5,FM_loot_item_20_03,,,100,true,,ancient_shrine_40311,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0367_leg_C_task,TaskHaveAndReturnItems,,,5,FM_loot_item_21_03,,,100,true,,ancient_bridge_40329,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0368_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0368_tasks_first_container,M_ReturnToGiver,,,
FM_C_0368_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0368_leg_A_task,FM_C_0368_leg_B_task,FM_C_0368_leg_C_task,,
FM_C_0368_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_22_03,,,100,true,,corrupted_fort_40315,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0368_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_23_03,,,100,true,,abandoned_farm_village_40303,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0368_leg_C_task,TaskHaveAndReturnItems,,,6,FM_loot_item_24_03,,,100,true,,graveyard_40320,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0369_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0369_tasks_first_container,M_ReturnToGiver,,,
FM_C_0369_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0369_leg_A_task,FM_C_0369_leg_B_task,FM_C_0369_leg_C_task,,
FM_C_0369_leg_A_task,TaskHaveAndReturnItems,,,5,FM_loot_item_25_03,,,100,true,,corrupted_camp_40302,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0369_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_26_03,,,100,true,,corrupted_fort_40318,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0369_leg_C_task,TaskHaveAndReturnItems,,,6,FM_loot_item_27_03,,,100,true,,corrupted_fort_40319,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0370_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0370_tasks_first_container,M_ReturnToGiver,,,
FM_C_0370_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0370_leg_A_task,FM_C_0370_leg_B_task,FM_C_0370_leg_C_task,,
FM_C_0370_leg_A_task,TaskHaveAndReturnItems,,,8,FM_loot_item_28_03,,,100,true,,beastencounter,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0370_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_29_03,,,100,true,,military_camp_40405,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0370_leg_C_task,TaskHaveAndReturnItems,,,8,FM_loot_item_30_03,,,100,true,,corrupted_ritual_40304,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_03_H_01_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_03_H_01_tasks_first_container,M_ReturnToGiver,,,
FM_03_H_01_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_03_H_01_leg_A_task,FM_03_H_01_leg_B_task,FM_03_H_01_leg_C_task,,
FM_03_H_01_leg_A_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_1_03,Mountain_Lion_03GC05,100,,true,,greatcleave5,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_03_H_01_leg_B_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_2_03,Wolf_White_03GC06,100,,true,,greatcleave6,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_03_H_01_leg_C_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_3_03,Goat_Mountain_03GC10,100,,true,,greatcleave10,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_03_H_02_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_03_H_02_tasks_first_container,M_ReturnToGiver,,,
FM_03_H_02_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_03_H_02_leg_A_task,FM_03_H_02_leg_B_task,FM_03_H_02_leg_C_task,,
FM_03_H_02_leg_A_task,TaskGatherAndReturnItems,,,1,FM_hunt_item_4_03,Elk_Strange_03GC04,100,,true,,greatcleave4,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_03_H_02_leg_B_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_5_03,Rabbit_Snowshoe_03GC08,100,,true,,greatcleave8,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_03_H_02_leg_C_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_6_03,Wolf_White_03GC04,100,,true,,greatcleave7,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_03_H_03_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_03_H_03_tasks_first_container,M_ReturnToGiver,,,
FM_03_H_03_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_03_H_03_leg_A_task,FM_03_H_03_leg_B_task,FM_03_H_03_leg_C_task,,
FM_03_H_03_leg_A_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_7_03,Wolf_Black_03GC02,100,,true,,greatcleave2,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_03_H_03_leg_B_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_8_03,Sheep_Eastern_03GC02,100,,true,,greatcleave1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_03_H_03_leg_C_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_9_03,Lynx_03GC10,100,,true,,greatcleave10,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,,
03_SQ_04_WulfstanGlyphs_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@03_SQ_04_WulfstanGlyphs_Container,,,1,,,,,,,,,,,,03_SQ_04_WulfstanGlyphs_GoToKazu,,,,
03_SQ_04_WulfstanGlyphs_GoToKazu,TaskGoToPOITag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@03_SQ_04_WulfstanGlyphs_GoToKazu,,10193.929688 7940.685059 471.424255,,,,,,,,,,,,,,,,,
03_SQ_05_MokoshGlyphs_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03_SQ_05_MokoshGlyphs_Task_GoTo,03_SQ_05_MokoshGlyphs_Task_ActivateGlyph,03_SQ_05_MokoshGlyphs_Swapcontainer,,
03_SQ_05_MokoshGlyphs_Task_GoTo,TaskGoToPOITag,,1,,,,,,true,,ancient_shrine_40313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@03_SQ_05_MokoshGlyphs_Task_GoTo,,,,,,,,,,,,,,,,,,,
03_SQ_05_MokoshGlyphs_Task_ActivateGlyph,TaskGameEvent,,1,1,,03_SQ_05_Glyph_01,,,true,,ancient_shrine_40313,,true,,,,,,,IO_03_SQ_05_Glyph_01,,,03_SQ_05_Glyph_01_interact,,,,,,,,,,,,,,,,,,,,@03_SQ_05_MokoshGlyphs_Task_ActivateGlyph,,9985.12 8021.77 460.72,,,,,,,,,,,,,,,,,
03_SQ_05_MokoshGlyphs_Swapcontainer,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03_SQ_05_MokoshGlyphs_Kazu,03_SQ_05_MokoshGlyphs_Kazu_1,,,
03_SQ_05_MokoshGlyphs_Kazu,TaskUnlockAchievement,,1,,SwapActive_03_Kazu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03_SQ_05_MokoshGlyphs_Kazu_1,TaskUnlockAchievement,,1,,SwapActive_03_Kazu_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03_SQ_06_AscensionCurse_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03_SQ_06_AscensionCurse_Task_GoTo,03_SQ_06_AscensionCurse_Task_GatherChest,,,
03_SQ_06_AscensionCurse_Task_GoTo,TaskGoToPOITag,,1,,,,,,true,,abandoned_village_40309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@03_SQ_06_AscensionCurse_Task_GoTo,,,,,,,,,,,,,,,,,,,
03_SQ_06_AscensionCurse_Task_GatherChest,TaskHaveAndReturnItems,,1,1,03_SQ_06_AscensionCurse_Amulet,,,100,true,,abandoned_village_40309,,true,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,@03_SQ_06_AscensionCurse_Task_GatherChest,,8416.327148 7413.223633 414.908325,,,,,,,,,,,,,,,,,
Vector_Kiln_PushQuest_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Vector_Kiln_PushQuest_Desc,,,,,,,,,,,,,,,Vector_Kiln_Loot,Vector_Kiln_TutorialPopUp,Vector_Kiln_Partial1,Vector_Kiln_HaveOrb1,
Vector_Kiln_Loot,TaskHaveAndReturnItems,,,1,GypsumBlue,,,30,true,,abandoned_village_40307,,true,true,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
Vector_Kiln_Partial1,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,Vector_Kiln_Craft,Vector_Kiln_HaveOrb,,,
Vector_Kiln_TutorialPopUp,TaskUnlockAchievement,,,,Tutorial_GypsumAndKiln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vector_Kiln_Craft,TaskRefineRecipe,,1,1,,,,,,,,,,,,,,GypsumOrb,,,,,,,,,,,,,,,,,,,,,,,,,@Vector_Kiln_Craft,,8871 7963,,,true,,,,,,,,,,,,,,
Vector_Kiln_HaveOrb,TaskHaveItems,,,1,GypsumOrb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Vector_Kiln_HaveOrb1,TaskHaveItems,,,1,GypsumOrb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Vector_Kiln_Craft,,,1,,,,,,,,,,,,,,,,
