TaskID,Type,FailOnCondition,ResetOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,ShouldCheckPoints,LootTag,PauseAndClearLootOnTaskComplete,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,OverrideLocation,IsHidden,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
Task_ContainerEquip_Artifact_Set2_1hFlail,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set2_1hFlail,Task_ContainerPerks_Artifact_Set2_1hFlail,,,
Task_Equip_Artifact_Set2_1hFlail,TaskEquipItem,,,1,1,Artifact_Set2_1hFlail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set2_1hFlail,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set2_1hFlail,Task_Perk2_Artifact_Set2_1hFlail,Task_Perk3_Artifact_Set2_1hFlail,,
Task_Perk1_Artifact_Set2_1hFlail,TaskKillContribution,,,,50,,,,,true,,pirate_fort_30056,,,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk2_Artifact_Set2_1hFlail,TaskKillContribution,,,,1,,,,,true,,Arena2,,,,,,,,,,,,spriggan_forest,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk3_Artifact_Set2_1hFlail,TaskKillContribution,,,,1,,,,,true,,ancient_observatory_20423,,,,,,,,,,,,Anubian_Scarab_67_Named_ELITE_00,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Craft_Artifact_Set2_1hFlail,TaskAchievement,,,1,,FC_Artifact_Set2_1hFlail || FC_Artifact_Set2_1hFlail_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set2_Earring1,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set2_Earring1,Task_Craft_Artifact_Set2_Earring1,,,
Task_ContainerEquip_Artifact_Set2_Earring1,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set2_Earring1,Task_ContainerPerks_Artifact_Set2_Earring1,,,
Task_Equip_Artifact_Set2_Earring1,TaskEquipItem,,,1,1,Artifact_Set2_Earring1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set2_Earring1,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set2_Earring1,Task_Perk2_Artifact_Set2_Earring1,Task_Perk3_Artifact_Set2_Earring1,,
Task_Perk1_Artifact_Set2_Earring1,TaskKillContribution,,,,30,,,,,,,,OutpostRush,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_OPR,,,,,,,true,,,,,
Task_Perk2_Artifact_Set2_Earring1,TaskKillContribution,,,,10,,,,,,,,Arena3v3,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Arena,,,,,,,true,,,,,
Task_Perk3_Artifact_Set2_Earring1,TaskGameEvent,,,,5,,,,,,,,,true,,,,,,,,,,PvP_FortTakeover,,,,,,,,,,,,,,,,,,,,@Objective_Capture_Fort,,,,,,,true,,,,,
Task_Craft_Artifact_Set2_Earring1,TaskAchievement,,,1,,FC_Artifact_Set2_Earring1 || FC_Artifact_Set2_Earring1_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set2_Ring1,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set2_Ring1,Task_Craft_Artifact_Set2_Ring1,,,
Task_ContainerEquip_Artifact_Set2_Ring1,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set2_Ring1,Task_ContainerPerks_Artifact_Set2_Ring1,,,
Task_Equip_Artifact_Set2_Ring1,TaskEquipItem,,,1,1,Artifact_Set2_Ring1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set2_Ring1,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set2_Ring1,Task_Perk2_Artifact_Set2_Ring1,Task_Perk3_Artifact_Set2_Ring1,,
Task_Perk1_Artifact_Set2_Ring1,TaskKillContribution,,,,1,,,,,true,,,TrialBrimstoneSandworm,,,,,,,,,,,Sandworm,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Sandworm,,,,,,,true,,,,,
Task_Perk2_Artifact_Set2_Ring1,TaskKillContribution,,,,50,,,,,true,,,DungeonFirstLight01,,,,,,,,,,,Beast,,,,,,,,,,,,,,,,,,,,@Objective_Kill_SavageDivide,,,,,,,true,,,,,
Task_Perk3_Artifact_Set2_Ring1,TaskKillContribution,,,,50,,,,,true,,,RaidCutlassKeys00,,,,,,,,,,,AngryEarth,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_CK_Raid,,,,,,,true,,,,,
Task_Craft_Artifact_Set2_Ring1,TaskAchievement,,,1,,FC_Artifact_Set2_Ring1 || FC_Artifact_Set2_Ring1_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set2_Amulet1,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set2_Amulet1,Task_Craft_Artifact_Set2_Amulet1,,,
Task_ContainerEquip_Artifact_Set2_Amulet1,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set2_Amulet1,Task_ContainerPerks_Artifact_Set2_Amulet1,,,
Task_Equip_Artifact_Set2_Amulet1,TaskEquipItem,,,1,1,Artifact_Set2_Amulet1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set2_Amulet1,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set2_Amulet1,Task_Perk2_Artifact_Set2_Amulet1,Task_Perk3_Artifact_Set2_Amulet1,,
Task_Perk1_Artifact_Set2_Amulet1,TaskKillContribution,,,,1,,,,,false,,fire_plant_40073,,,,,,,,,,,,fl_megaflora_razorlotus_named_09fl02a,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk2_Artifact_Set2_Amulet1,TaskKillContribution,,,,20,,,,,,,,DungeonEbonscale00,,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Dynasty,,,,,,,true,,,,,
Task_Perk3_Artifact_Set2_Amulet1,TaskKillContribution,,,,3,,,,,,,,DungeonGreatCleave01,,,,,,,,,,,GhostCharred,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Empyean,,,,,,,true,,,,,
Task_Craft_Artifact_Set2_Amulet1,TaskAchievement,,,1,,FC_Artifact_Set2_Amulet1 || FC_Artifact_Set2_Amulet1_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set3_MediumHead,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Set3_MediumHead,,,,,,,true,Task_ContainerEquip_Artifact_Set3_MediumHead,Task_Craft_Artifact_Set3_MediumHead,,,
Task_ContainerEquip_Artifact_Set3_MediumHead,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set3_MediumHead,Task_ContainerPerks_Artifact_Set3_MediumHead,,,
Task_Equip_Artifact_Set3_MediumHead,TaskEquipItem,,,1,1,Artifact_Set3_MediumHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set3_MediumHead,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set3_MediumHead,Task_Perk2_Artifact_Set3_MediumHead,Task_Perk3_Artifact_Set3_MediumHead,,
Task_Perk1_Artifact_Set3_MediumHead,TaskKillContribution,,,,20,,,,,,,,CaptureTheFlag,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_CTF,,,,,,,true,,,,,
Task_Perk2_Artifact_Set3_MediumHead,TaskKillContribution,,,,20,,,,,,,,Arena3v3,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Arena,,,,,,,true,,,,,
Task_Perk3_Artifact_Set3_MediumHead,TaskGameEvent,,,,10,,,,,,,,,true,,,,,,,,,,PvP_FortTakeover,,,,,,,,,,,,,,,,,,,,@Objective_Capture_Fort,,,,,,,true,,,,,
Task_Craft_Artifact_Set3_MediumHead,TaskAchievement,,,1,,FC_Artifact_Set3_MediumHead || FC_Artifact_Set3_MediumHead_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set3_2hWarhammer,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Set3_2hWarhammer,,,,,,,true,Task_ContainerEquip_Artifact_Set3_2hWarhammer,Task_Craft_Artifact_Set3_2hWarhammer,,,
Task_ContainerEquip_Artifact_Set3_2hWarhammer,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set3_2hWarhammer,Task_ContainerPerks_Artifact_Set3_2hWarhammer,,,
Task_Equip_Artifact_Set3_2hWarhammer,TaskEquipItem,,,1,1,Artifact_Set3_2hWarhammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set3_2hWarhammer,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set3_2hWarhammer,Task_Perk2_Artifact_Set3_2hWarhammer,Task_Perk3_Artifact_Set3_2hWarhammer,,
Task_Perk1_Artifact_Set3_2hWarhammer,TaskKillContribution,,,,1,,,,,,,,TrialSeason04,,,,,,,,,,,Naga_AncientGuardian_IceGuardian,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Runeforge,,,,,,,true,,,,,
Task_Perk2_Artifact_Set3_2hWarhammer,TaskKillContribution,,,,1,,,,,,,,TrialBrimstoneSandworm,,,,,,,,,,,Sandworm,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Sandworm,,,,,,,true,,,,,
Task_Perk3_Artifact_Set3_2hWarhammer,TaskKillContribution,,,,1,,,,,true,,AE_Elite_50119,,,,,,,,,,,,Swamp_Dryad_Beast_Named_ELITE_05Wc10,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,11137.65 3815.272 273.378,,,,,,true,,,,,
Task_Craft_Artifact_Set3_2hWarhammer,TaskAchievement,,,1,,FC_Artifact_Set3_2hWarhammer || FC_Artifact_Set3_2hWarhammer_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set3_2hGreatSword,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Set3_2hGreatSword,,,,,,,true,Task_ContainerEquip_Artifact_Set3_2hGreatSword,Task_Craft_Artifact_Set3_2hGreatSword,,,
Task_ContainerEquip_Artifact_Set3_2hGreatSword,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set3_2hGreatSword,Task_ContainerPerks_Artifact_Set3_2hGreatSword,,,
Task_Equip_Artifact_Set3_2hGreatSword,TaskEquipItem,,,1,1,Artifact_Set3_2hGreatSword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set3_2hGreatSword,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set3_2hGreatSword,Task_Perk2_Artifact_Set3_2hGreatSword,Task_Perk3_Artifact_Set3_2hGreatSword,,
Task_Perk1_Artifact_Set3_2hGreatSword,TaskKillContribution,,,,1,,,,,true,,pirate_fort_30016,,,,,,,,,,,,CK_Undead_Pirate_Brute_Named_10WS09_ELITE_a,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk2_Artifact_Set3_2hGreatSword,TaskKillContribution,,,,40,,,,,true,,brute_island_30024,,,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk3_Artifact_Set3_2hGreatSword,TaskKillContribution,,,,1,,,,,true,,,DungeonCutlassKeys00,,,,,,,,,,,Dryad_Siren,,,,,,,,,,,,,,,,,,,,@Objective_Kill_BnBP,,,,,,,true,,,,,
Task_Craft_Artifact_Set3_2hGreatSword,TaskAchievement,,,1,,FC_Artifact_Set3_2hGreatSword || FC_Artifact_Set3_2hGreatSword_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
