LootTableID,AND/OR,RollBonusSetting,Conditions,ConditionOverridesRoll,UseLevelGS,HWMMult,ChanceToExceedIndex,GSBonus,MaxRoll,Item1,GearScoreRange1,PerkBucketOverrides1,Item2,GearScoreRange2,PerkBucketOverrides2,Item3,GearScoreRange3,PerkOverrides3,Item4,GearScoreRange4,PerkOverrides4,Item5,GearScoreRange5,PerkOverrides5,Item6,GearScoreRange6,PerkOverrides6,Item7,GearScoreRange7,PerkOverrides7,Item8,GearScoreRange8,PerkOverrides8,Item9,GearScoreRange9,PerkOverrides9,Item10,GearScoreRange10,PerkOverrides10,Item11,GearScoreRange11,PerkOverrides11,Item12,GearScoreRange12,PerkOverrides12,Item13,GearScoreRange13,PerkOverrides13,Item14,GearScoreRange14,PerkOverrides14,Item15,GearScoreRange15,PerkOverrides15,Item16,GearScoreRange16,PerkOverrides16,Item17,GearScoreRange17,PerkOverrides17,Item18,GearScoreRange18,PerkOverrides18,Item19,GearScoreRange19,PerkOverrides19,Item20,GearScoreRange20,PerkOverrides20,Item21,GearScoreRange21,PerkOverrides21,Item22,GearScoreRange22,PerkOverrides22,Item23,GearScoreRange23,PerkOverrides23,Item24,GearScoreRange24,PerkOverrides24,Item25,GearScoreRange25,PerkOverrides25,Item26,GearScoreRange26,PerkOverrides26,Item27,GearScoreRange27,PerkOverrides27,Item28,GearScoreRange28,PerkOverrides28,Item29,GearScoreRange29,PerkOverrides29,Item30,GearScoreRange30,PerkOverrides30,Item31,GearScoreRange31,PerkOverrides31,Item32,GearScoreRange32,PerkOverrides32,Item33,GearScoreRange33,PerkOverrides33,Item34,GearScoreRange34,PerkOverrides34,Item35,GearScoreRange35,PerkOverrides35,Item36,GearScoreRange36,PerkOverrides36,Item37,GearScoreRange37,PerkOverrides37,Item38,GearScoreRange38,PerkOverrides38,Item39,GearScoreRange39,PerkOverrides39,Item40,GearScoreRange40,PerkOverrides40,Item41,GearScoreRange41,PerkOverrides41,Item42,GearScoreRange42,PerkOverrides42,Item43,GearScoreRange43,PerkOverrides43,Item44,GearScoreRange44,PerkOverrides44,Item45,GearScoreRange45,PerkOverrides45,Item46,GearScoreRange46,PerkOverrides46,Item47,GearScoreRange47,PerkOverrides47,Item48,GearScoreRange48,PerkOverrides48,Item49,GearScoreRange49,PerkOverrides49,Item50,GearScoreRange50,PerkOverrides50,Item51,GearScoreRange51,PerkOverrides51,Item52,GearScoreRange52,PerkOverrides52,Item53,GearScoreRange53,PerkOverrides53,Item54,GearScoreRange54,PerkOverrides54,Item55,GearScoreRange55,PerkOverrides55,Item56,GearScoreRange56,PerkOverrides56,Item57,GearScoreRange57,PerkOverrides57,Item58,GearScoreRange58,PerkOverrides58
Playtest_Box_SetBonus_StiflingWeapons_T5_800,AND,AddToRoll,,,,,,,,Set_Stifling_1hLongsword,800,,Set_Stifling_1hThrowingAxe,800,,Set_Stifling_2hWarhammer,800,,Set_Stifling_2hGreatAxe,800,,Set_Stifling_2hBow,800,,Set_Stifling_2hMusket,800,,Set_Stifling_2hStaffFire,800,,Set_Stifling_2hStaffLife,800,,Set_Stifling_2hSpear,800,,Set_Stifling_1hRapier,800,,Set_Stifling_1hGauntletIce,800,,Set_Stifling_1hGauntletVoid,800,,Set_Stifling_2hBlunderbuss,800,,Set_Stifling_2hGreatSword,800,,Set_Stifling_1hFlail,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_StiflingWeapons_T5_800_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_StiflingWeapons_T5_800_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_TenacityChest_T5_800,AND,AddToRoll,,,,,,,,Playtest_Box_SetBonus_TenacityArmorLight_T5_800,,,Playtest_Box_SetBonus_TenacityArmorMed_T5_800,,,Playtest_Box_SetBonus_TenacityArmorHeavy_T5_800,,,Playtest_Box_SetBonus_TenacityWeapons_T5_800,,,Set_Tenacity_Ring,800,,Set_Tenacity_Amulet,800,,Set_Tenacity_Earring,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_TenacityChest_T5_800_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_TenacityChest_T5_800_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_TenacityArmorLight_T5_800,AND,AddToRoll,,,,,,,,Set_Tenacity_LightHead,800,,Set_Tenacity_LightChest,800,,Set_Tenacity_LightHands,800,,Set_Tenacity_LightLegs,800,,Set_Tenacity_LightFeet,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_TenacityArmorLight_T5_800_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_TenacityArmorLight_T5_800_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_TenacityArmorMed_T5_800,AND,AddToRoll,,,,,,,,Set_Tenacity_MediumHead,800,,Set_Tenacity_MediumChest,800,,Set_Tenacity_MediumHands,800,,Set_Tenacity_MediumLegs,800,,Set_Tenacity_MediumFeet,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_TenacityArmorMed_T5_800_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_TenacityArmorMed_T5_800_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_TenacityArmorHeavy_T5_800,AND,AddToRoll,,,,,,,,Set_Tenacity_HeavyHead,800,,Set_Tenacity_HeavyChest,800,,Set_Tenacity_HeavyHands,800,,Set_Tenacity_HeavyLegs,800,,Set_Tenacity_HeavyFeet,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_TenacityArmorHeavy_T5_800_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_TenacityArmorHeavy_T5_800_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_TenacityWeapons_T5_800,AND,AddToRoll,,,,,,,,Set_Tenacity_1hLongsword,800,,Set_Tenacity_1hThrowingAxe,800,,Set_Tenacity_2hWarhammer,800,,Set_Tenacity_2hGreatAxe,800,,Set_Tenacity_2hBow,800,,Set_Tenacity_2hMusket,800,,Set_Tenacity_2hStaffFire,800,,Set_Tenacity_2hStaffLife,800,,Set_Tenacity_2hSpear,800,,Set_Tenacity_1hRapier,800,,Set_Tenacity_1hGauntletIce,800,,Set_Tenacity_1hGauntletVoid,800,,Set_Tenacity_2hBlunderbuss,800,,Set_Tenacity_2hGreatSword,800,,Set_Tenacity_1hFlail,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_TenacityWeapons_T5_800_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_TenacityWeapons_T5_800_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_FocusedChest_T5_800,AND,AddToRoll,,,,,,,,Playtest_Box_SetBonus_FocusedArmorLight_T5_800,,,Playtest_Box_SetBonus_FocusedArmorMed_T5_800,,,Playtest_Box_SetBonus_FocusedArmorHeavy_T5_800,,,Playtest_Box_SetBonus_FocusedWeapons_T5_800,,,Set_Focused_Ring,800,,Set_Focused_Amulet,800,,Set_Focused_Earring,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_FocusedChest_T5_800_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_FocusedChest_T5_800_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_FocusedArmorLight_T5_800,AND,AddToRoll,,,,,,,,Set_Focused_LightHead,800,,Set_Focused_LightChest,800,,Set_Focused_LightHands,800,,Set_Focused_LightLegs,800,,Set_Focused_LightFeet,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_FocusedArmorLight_T5_800_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_FocusedArmorLight_T5_800_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_FocusedArmorMed_T5_800,AND,AddToRoll,,,,,,,,Set_Focused_MediumHead,800,,Set_Focused_MediumChest,800,,Set_Focused_MediumHands,800,,Set_Focused_MediumLegs,800,,Set_Focused_MediumFeet,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_FocusedArmorMed_T5_800_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_FocusedArmorMed_T5_800_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_FocusedArmorHeavy_T5_800,AND,AddToRoll,,,,,,,,Set_Focused_HeavyHead,800,,Set_Focused_HeavyChest,800,,Set_Focused_HeavyHands,800,,Set_Focused_HeavyLegs,800,,Set_Focused_HeavyFeet,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_FocusedArmorHeavy_T5_800_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_FocusedArmorHeavy_T5_800_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_FocusedWeapons_T5_800,AND,AddToRoll,,,,,,,,Set_Focused_2hStaffLife,800,,Set_Focused_1hGauntletVoid,800,,Set_Focused_1hFlail,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_FocusedWeapons_T5_800_Qty,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_FocusedWeapons_T5_800_Probs,,,,,,,,,0,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_Charms_MasterChest,AND,AddToRoll,,,,,,,,Playtest_Box_Charms_OffensiveChest,,,Playtest_Box_Charms_DefensiveChest,,,Playtest_Box_Charms_SkillsChestMelee,,,Playtest_Box_Charms_SkillsChestRanged,,,Playtest_Box_Charms_SkillsChestMagic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_Charms_MasterChest_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_Charms_MasterChest_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_Charms_DefensiveChest,AND,AddToRoll,,,,,,,,PerkCharm_DurCC,,,PerkCharm_DurDot,,,PerkCharm_DurDebuff,,,PerkCharm_DoTPotencyRed_Haste,,,PerkCharm_RangeDefense_Physical,,,PerkCharm_RangeDefense_Elemental,,,PerkCharm_PvP_DodgeSuccess_Heal,,,PerkCharm_DurFortify,,,PerkCharm_HealOutgoing,,,PerkCharm_Healing,,,PerkCharm_PotionHeal,,,PerkCharm_LifestealHealing,,,PerkCharm_DefGrit,,,PerkCharm_DefBasic,,,PerkCharm_EnergizedPotencyInc,,,PerkCharm_ExhaustPotencyRed,,,PerkCharm_RemoveOnPotion,,,PerkCharm_FortifyOnCrit,,,PerkCharm_Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_Charms_DefensiveChest_Qty,,,,,,,,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_Charms_DefensiveChest_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_Charms_OffensiveChest,AND,AddToRoll,,,,,,,,PerkCharm_DmgFire,,,PerkCharm_DmgIce,,,PerkCharm_DmgLightning,,,PerkCharm_DmgVoid,,,PerkCharm_DmgNature,,,PerkCharm_DmgArcane,,,PerkCharm_DmgSlash,,,PerkCharm_DmgStrike,,,PerkCharm_DmgThrust,,,PerkCharm_DmgBasic,,,PerkCharm_DmgAbility,,,PerkCharm_DmgCrit,,,PerkCharm_CritChance,,,PerkCharm_DmgHeadshot,,,PerkCharm_DmgBack,,,PerkCharm_PvP_ArmorPenetration_OnBackstab,,,PerkCharm_PvP_ArmorPenetration_OnHeadshot,,,PerkCharm_DurPoison,,,PerkCharm_DurBleed,,,PerkCharm_DurBurning,,,PerkCharm_DurSlow,,,PerkCharm_DurWeaken,,,PerkCharm_DurDisease,,,PerkCharm_DurEmpower,,,PerkCharm_DurHaste,,,PerkCharm_HealperDmg,,,PerkCharm_BleedonCrit,,,PerkCharm_EmpowerOnCrit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_Charms_OffensiveChest_Qty,,,,,,,,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_Charms_OffensiveChest_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_Charms_SkillsChestMelee,AND,AddToRoll,,,,,,,,PerkCharm_Hatchet_FeralRush,,,PerkCharm_Hatchet_Berserk,,,PerkCharm_Hatchet_RagingTorrent,,,PerkCharm_Hatchet_Rending_Throw,,,PerkCharm_Hatchet_DistancingThrow,,,PerkCharm_Hatchet_InfectedThrow,,,PerkCharm_Hammer_ArmorBreaker,,,PerkCharm_Hammer_MightyGavel,,,PerkCharm_Hammer_WreckingBall,,,PerkCharm_Hammer_Shockwave,,,PerkCharm_Hammer_ClearOut,,,PerkCharm_Hammer_PathOfDestiny,,,PerkCharm_Spear_Sweep,,,PerkCharm_Spear_Javelin,,,PerkCharm_Spear_Cyclone,,,PerkCharm_Spear_Perforate,,,PerkCharm_Spear_Skewer,,,PerkCharm_Spear_VaultKick,,,PerkCharm_Rapier_Tondo,,,PerkCharm_Rapier_FlourishAndFinish,,,PerkCharm_Rapier_Flurry,,,PerkCharm_Rapier_Riposte,,,PerkCharm_Rapier_Evade,,,PerkCharm_Rapier_Fleche,,,PerkCharm_Sword_Upheaval,,,PerkCharm_Sword_WhirlingBlade,,,PerkCharm_Sword_LeapingStrike,,,PerkCharm_Shield_ShieldBash,,,PerkCharm_Shield_ShieldRush,,,PerkCharm_Shield_DefendersResolve,,,PerkCharm_GreatAxe_Charge,,,PerkCharm_GreatAxe_Reap,,,PerkCharm_GreatAxe_Execute,,,PerkCharm_GreatAxe_Whirlwind,,,PerkCharm_GreatAxe_Maelstrom,,,PerkCharm_GreatAxe_GravityWell,,,PerkCharm_Greatsword_DashAttack,,,PerkCharm_Greatsword_Combo,,,PerkCharm_Greatsword_DefenseBreak,,,PerkCharm_Greatsword_Counter,,,PerkCharm_Greatsword_DrainAttack,,,PerkCharm_Greatsword_Burst,,,PerkCharm_Flail_Slam,,,PerkCharm_Flail_Blast,,,PerkCharm_Flail_Burst,,,PerkCharm_Flail_Charge,,,PerkCharm_Flail_Trip,,,PerkCharm_Flail_DefensiveStrike,,,PerkCharm_Dagger_DoubleNeckStab,,,PerkCharm_Dagger_FrenziedSlashes,,,PerkCharm_Dagger_ThrustingSlice,,,PerkCharm_Dagger_Stealth,,,PerkCharm_Dagger_Ambush,,,PerkCharm_Dagger_CripplingSling,,,,,,,,,,,,,,
